worker_id,instance,rating_score
A37Y0ZB2TBZLFD,51de654e6985688b6997077739cd59c2_gpt4,0.5904178892712094
A37Y0ZB2TBZLFD,51f07ffd318edcddfa2f7fb6103c14da_gpt4,0.6838877398154641
A37Y0ZB2TBZLFD,946ef47a2bdfd2b63c751c35ee67a82c_gpt4,0.5281046555750396
A37Y0ZB2TBZLFD,d88e9532b4922da6ecb543c4e4bc828f_gpt4,0.4657914218788697
A37Y0ZB2TBZLFD,0eb69b5181fbfb55f7db70a5a435d0c0_gpt35,0.5592612724231245
A37Y0ZB2TBZLFD,67b95ed0c78485194622428b73f99ab6_gpt35,-1.7774849911832449
A37Y0ZB2TBZLFD,9268e416f5a9768d6f5b7de6e596b083_gpt35,0.5904178892712094
A37Y0ZB2TBZLFD,dc1f24a9c2312fe8abe2a5dbdf6f35b9_gpt35,-1.6528585237909053
A37Y0ZB2TBZLFD,0784404b9548c2f913fc983f85a68885_llama2-70b,0.5904178892712094
A37Y0ZB2TBZLFD,3abcc04d9af972c49e3635f30343a4aa_llama2-70b,0.5904178892712094
A37Y0ZB2TBZLFD,ec074dc7e8e07ee7d642fc232c631fcf_llama2-70b,0.6215745061192943
A37Y0ZB2TBZLFD,fe1e9530cf29ced7dbf8096de929fb67_llama2-70b,0.4346348050307848
A37Y0ZB2TBZLFD,3700c4bb1e8354976207f11b9577d1bd_llama2-70b,0.8085142072078039
A37Y0ZB2TBZLFD,59d8a1fe2b05e6ed62fce3c7d561287e_llama2-70b,0.7150443566635492
A37Y0ZB2TBZLFD,d01b52c050a578bada210b44f959beb3_llama2-70b,0.6838877398154641
A37Y0ZB2TBZLFD,d30bd3615322f678369e332b02be5091_llama2-70b,-1.8397982248794147
A37Y0ZB2TBZLFD,44701d7f1144f60929701fbaeefe8415_llama2-70b,0.3723215713346149
A37Y0ZB2TBZLFD,7b6c86dee31757abd4e0638e90adbe09_llama2-70b,-1.68401514063899
A37Y0ZB2TBZLFD,a020dac9dcff53d143165d7a465aa0f9_llama2-70b,0.3723215713346149
A37Y0ZB2TBZLFD,dd1b6f76641236daf7e81542e99c42db_llama2-70b,-1.6528585237909053
A1GS52JKRG5BC3,51de654e6985688b6997077739cd59c2_gpt4,-1.173651461557053
A1GS52JKRG5BC3,51f07ffd318edcddfa2f7fb6103c14da_gpt4,0.8966405575870654
A1GS52JKRG5BC3,946ef47a2bdfd2b63c751c35ee67a82c_gpt4,-1.2319695466033662
A1GS52JKRG5BC3,d88e9532b4922da6ecb543c4e4bc828f_gpt4,-1.2902876316496794
A1GS52JKRG5BC3,a49551f75da3400d4e394ff9ec0de104_gpt4,-1.4069238017423058
A1GS52JKRG5BC3,bddbb16d7f0f1189e10c31c8d7eb219f_gpt4,-1.3486057166959926
A1GS52JKRG5BC3,e2f329ba8673600592e1cec1826d0233_gpt4,0.6050501323554994
A1GS52JKRG5BC3,e66f6ad36cd11d1ffd60f4454c8b17dc_gpt4,0.5758910898323428
A1GS52JKRG5BC3,1643f3e44c9bcb8fd85e679188e9526a_gpt4,-0.8529019938023306
A1GS52JKRG5BC3,3f07314f131266088fea3b991c37cfbe_gpt4,0.37177779217024665
